AAOX	2026-03-24	25.5099	35	25.5099	34.69	349001
AAOX	2026-03-25	33.64	37.479	31.62	34.36	659341
AAOX	2026-03-26	32	33.1499	24.09	24.59	456943
AAOX	2026-03-27	26	27.03	22.8001	24.72	431223
AAOX	2026-03-30	25.2	25.69	16.55	18.25	1018177
AAOX	2026-03-31	20.49	20.49	15.4546	17.99	1003697
AAOX	2026-04-01	20	22.66	18.15	18.75	1155799
AAOX	2026-04-02	16.58	27	16.58	26.33	2707288
AAOX	2026-04-06	30	32.9896	27	28	2797532
AAOX	2026-04-07	28.17	33.98	28.17	33.27	1531202
AAOX	2026-04-08	39	42.94	34.18	41.72	2562790
AAOX	2026-04-09	42	49.6811	38.43	42.22	2827919
AAOX	2026-04-10	48	55.84	39	53.33	3806661
AAOX	2026-04-13	51.51	56.5	48.3	54.67	2243051
AAOX	2026-04-14	56.17	56.17	47.02	49.78	2060426
AAOX	2026-04-15	47.59	49.7392	42.19	47.13	2004131
AAOX	2026-04-16	45.06	57.2649	43.29	56.85	1727817
AAOX	2026-04-17	59.18	60	53.65	58.48	1329053
AAOX	2026-04-20	58.945	61.63	52.88	61.26	1218512
AAOX	2026-04-21	62.51	68.88	51.3534	51.77	1756401
AAOX	2026-04-22	55	57.477	43.59	50.79	3221204
AAOX	2026-04-23	50.01	53.4899	39.4	42.92	2112386
AAOX	2026-04-24	45.73	59.77	44.1842	58	4132914
AAOX	2026-04-27	51.77	51.77	43.5	46.24	2006225
AAOX	2026-04-28	41.2	46.9399	39.754	40.8	1635227
AAOX	2026-04-29	44.6	50.92	41.65	50.1	2937013
AAOX	2026-04-30	52.81	58.4	48.01	57.32	2063992
AAOX	2026-05-01	56.04	76.9674	53.2161	70.7	2895680
AAOX	2026-05-04	74.5	75.38	62.51	63	2441739
AAOX	2026-05-05	64.7	74.2595	63.6086	68	2101937
AAOX	2026-05-06	73.34	73.5	59.6646	66.27	2475478
AAOX	2026-05-07	62.49	62.49	46.8501	50.99	5455642
AAOX	2026-05-08	61.98	64	41.98	45.14	7877973
AAOX	2026-05-11	47.165	70.5	46.5	66.89	8079193
AAOX	2026-05-12	61.78	83.62	58.77	69.21	5000824
AAOX	2026-05-13	82.07	103	72.06	95.29	6258451
AAOX	2026-05-14	89.9	91.5	74.581	78	4308410
AAOX	2026-05-15	68.98	76.1	65	68	2471019
AAOX	2026-05-18	72.07	72.07	50.4	56.11	6402187
AAOX	2026-05-19	51.24	57.5	47.3474	54	3600586
AAOX	2026-05-20	58.3	59.36	49	50.51	3442359
AAOX	2026-05-21	51.4	60.88	49.82	57.3	4209127
AAOX	2026-05-22	57.57	61.185	51	59.86	5077217
AAOX	2026-05-26	64	69.48	57.475	57.77	4680192
AAOX	2026-05-27	55	65.73	51.2	59.17	4814844
AAOX	2026-05-28	60.81	61.7313	50.6101	52.12	5538323
AAOX	2026-05-29	52.11	52.11	42.2	45.5	6517903
AAOX	2026-06-01	41.64	64.6	40.1601	61	8017118
AAOX	2026-06-02	67.09	74.12	62.75	71.5	6022396
AAOX	2026-06-03	69.54	73.6	56.38	58.52	4644245
AAOX	2026-06-04	52	75.08	50.5	70.66	6731603
AAOX	2026-06-05	62	74.7998	50.77	52.53	9212679
AAOX	2026-06-08	57.25	68	52.74	63.89	6706372
AAOX	2026-06-09	68.13	71	40.99	42.23	12977489
AAOX	2026-06-10	46.84	53.5	44.44	48.34	10229325
AAOX	2026-06-11	44.46	48.37	41.23	46.98	9173694
AAOX	2026-06-12	47.28	50.8609	42.05	45.08	7976352
ACXP	2025-05-12	7.2	8.532	7.2	7.908	33145
ACXP	2025-05-13	7.8	7.8	7.4	7.598	15374
ACXP	2025-05-14	7.4	7.656	7.342	7.352	6571
ACXP	2025-05-15	7.47	7.5802	7.212	7.462	6866
ACXP	2025-05-16	7.5	8	7.5	7.74	14731
ACXP	2025-05-19	7.866	9.064	7.858	8.102	24583
ACXP	2025-05-20	8.088	8.896	8.022	8.284	15911
ACXP	2025-05-21	8.3	8.372	8.2	8.22	7895
ACXP	2025-05-22	8.02	8.02	7.7	7.964	5391
ACXP	2025-05-23	7.8	8	7.8	8	5476
ACXP	2025-05-27	8.226	8.4	7.778	7.88	18111
ACXP	2025-05-28	7.788	7.958	7.704	7.76	8422
ACXP	2025-05-29	7.76	7.88	7.7	7.734	7641
ACXP	2025-05-30	7.7	7.88	7.604	7.772	6269
ACXP	2025-06-02	7.7	7.858	7.404	7.544	6680
ACXP	2025-06-03	7.658	7.658	6.88	6.96	21305
ACXP	2025-06-04	7.05	7.148	7.008	7.1	7472
ACXP	2025-06-05	7.16	7.2	6.9	6.949	7891
ACXP	2025-06-06	6.936	7.1	6.824	6.94	8593
ACXP	2025-06-09	7.1	7.4	6.6	6.698	14822
ACXP	2025-06-10	7.2	7.2	6.86	7.07	19958
ACXP	2025-06-11	6.96	7.2	6.84	7	10612
ACXP	2025-06-12	6.802	6.98	6.588	6.602	11357
ACXP	2025-06-13	6.6	6.6	6.08	6.1	19152
ACXP	2025-06-16	6.4	6.4	6	6.142	9765
ACXP	2025-06-17	18.296	21	12.67	16.414	17208135
ACXP	2025-06-18	13.18	14.8398	13.1	14.4	598847
ACXP	2025-06-20	13.6	13.7	11	11	179063
ACXP	2025-06-23	11	12.64	10.384	12.05	122846
ACXP	2025-06-24	12	12.57	11.022	12.57	78747
ACXP	2025-06-25	12.4	12.6	11.03	11.326	69672
ACXP	2025-06-26	11.22	11.598	9	9.582	61773
ACXP	2025-06-27	9.61	9.976	8.6	8.6	42236
ACXP	2025-06-30	8.892	11.1	8.882	10.216	113713
ACXP	2025-07-01	10.2	10.684	9.74	9.82	35299
ACXP	2025-07-02	9.8	10	9.108	9.734	28694
ACXP	2025-07-03	10	10.32	9.4	9.64	28033
ACXP	2025-07-07	9.9	10.2	9.022	9.428	35127
ACXP	2025-07-08	9.6	10.18	9.22	9.77	41618
ACXP	2025-07-09	9.614	11.728	9.608	10	84628
ACXP	2025-07-10	10.38	10.52	9.39	9.98	42242
ACXP	2025-07-11	9.988	10.098	9.2	9.46	20201
ACXP	2025-07-14	9.8	9.8	8.866	9.12	26706
ACXP	2025-07-15	9.53	9.722	8	8.672	42555
ACXP	2025-07-16	8.6	9	8.4	8.612	23982
ACXP	2025-07-17	9.058	9.2	8.8	8.98	21448
ACXP	2025-07-18	8.2	9.142	8.2	9	35580
