2025-05-12	30.5235	33.558	29.988	33.0225	10156
2025-05-13	32.487	34.272	32.321	34.0935	4803
2025-05-14	34.629	34.629	32.6655	33.0225	2809
2025-05-15	33.0225	35.6482	32.6655	34.4505	4967
2025-05-16	34.986	35.7	32.6709	35.1645	6943
2025-05-19	36.2355	36.2355	33.915	34.8075	6430
2025-05-20	34.8075	36.2355	31.059	31.5945	11590
2025-05-21	31.416	31.6838	29.4525	29.988	14059
2025-05-22	30.345	30.5235	27.846	28.917	10220
2025-05-23	28.3815	29.4525	27.846	29.274	3368
2025-05-27	29.8095	31.5945	29.4882	31.059	7553
2025-05-28	31.416	31.7962	30.3379	31.416	9958
2025-05-29	31.2375	31.2375	29.9398	30.8805	2506
2025-05-30	30.1665	30.8145	29.4525	30.345	2958
2025-06-02	29.8095	31.2375	29.4525	30.1665	4381
2025-06-03	30.5235	30.7038	28.7385	29.988	4982
2025-06-04	29.988	31.059	28.7385	30.345	5373
2025-06-05	30.702	30.702	28.7385	29.0955	64898
2025-06-06	30.5235	31.416	28.7385	30.1665	30885
2025-06-09	31.416	43.0185	26.9535	28.56	349154
2025-06-10	29.8095	29.8095	26.8643	27.3105	37335
2025-06-11	27.3105	27.3998	23.7476	25.1685	47574
2025-06-12	25.1685	25.347	24.276	25.1685	10695
2025-06-13	24.633	24.8115	22.6695	23.0265	19657
2025-06-16	23.205	23.3835	21.9555	22.6695	17319
2025-06-17	24.0975	24.0975	22.491	23.3835	8603
2025-06-18	23.562	25.1685	22.8569	24.4545	14861
2025-06-20	24.99	26.2395	24.276	24.276	16896
2025-06-23	23.3835	24.8026	22.6695	22.848	8684
2025-06-24	23.205	25.704	22.848	25.347	15036
2025-06-25	25.704	25.704	24.4545	24.8115	9054
2025-06-26	24.0975	25.704	24.0975	25.5255	10523
2025-06-27	25.347	26.775	24.8115	25.1685	10227
2025-06-30	30.8805	33.915	18.7425	21.777	2750962
2025-07-01	21.777	22.134	19.635	20.1705	132753
2025-07-02	19.635	20.5275	18.3855	19.992	75178
2025-07-03	20.5275	22.134	19.4565	20.706	38682
2025-07-07	21.063	22.6695	19.278	20.1705	62782
2025-07-08	20.349	21.5985	19.8135	21.2415	35096
2025-07-09	21.063	22.491	20.706	22.134	39786
2025-07-10	22.3125	23.0265	21.42	22.3125	30089
2025-07-11	21.5985	22.491	21.063	21.42	21251
2025-07-14	21.42	21.777	20.706	21.777	16513
2025-07-15	21.3308	22.2233	21.3308	21.42	17230
2025-07-16	21.5985	22.3125	21.063	22.0448	16114
2025-07-17	22.134	23.3835	21.9555	22.491	31446
2025-07-18	23.205	23.205	22.3125	22.848	21816
2025-07-21	22.3125	23.0265	21.9555	22.491	19557
2025-07-22	22.6695	22.848	21.5985	22.3125	14288
2025-07-23	22.3125	22.491	21.777	22.3125	19160
2025-07-24	22.3125	22.6695	21.063	21.2415	23305
2025-07-25	21.42	21.5985	20.5275	21.42	20147
2025-07-28	21.42	21.5807	20.706	20.8845	11392
