ATAI|2026-07-30|COILED|1|7.21|7.17|7.18|14877159
ATAI|2026-07-30|COILED|2|7.19|7.16|7.18|18592054
ATAI|2026-07-30|COILED|3|7.2|7.15|7.18|17239561
ATAI|2026-07-30|COILED|4|7.195|7.16|7.17|9630611
ATAI|2026-07-30|COILED|5|7.19|7.1607|7.18|6956492
ATAI|2026-07-30|COILED|6|7.2|7.15|7.17|9035012
ATAI|2026-07-30|COILED|7|7.19|7.14|7.18|10971702
ATAI|2026-07-30|COILED|8|7.21|7.13|7.135|13794681
ATAI|2026-07-30|COILED|9|7.21|7.1|7.19|22277497
ATAI|2026-07-30|COILED|10|7.22|7.08|7.22|41794258
ATAI|2026-07-30|COILED|11|7.22|7.02|7.15|165634412
ATAI|2026-07-30|COILED|12|5.76|5.3|5.36|6141063
ATAI|2026-07-30|COILED|13|5.77|4.97|5.67|11463617
ATAI|2026-07-30|COILED|14|5.1|4.81|4.97|7854859
ATAI|2026-07-30|COILED|15|5.39|5.03|5.17|7995456
ATAI|2026-07-30|COILED|16|5.4575|5.21|5.33|7507330
ATAI|2026-07-30|COILED|17|5.4|5.01|5.17|10122007
ATAI|2026-07-30|COILED|18|5.24|4.78|5.19|7682424
ATAI|2026-07-30|COILED|19|5.45|4.82|4.96|11532437
ATAI|2026-07-30|COILED|20|5.27|4.77|5.19|11314894
ATAI|2026-07-30|COILED|21|5.26|4.8|4.88|8206070
ATAI|2026-07-30|COILED|22|5.52|5.24|5.27|8286914
ATAI|2026-07-30|COILED|23|5.38|5.05|5.36|10405593
ATAI|2026-07-30|COILED|24|5.31|4.4209|5.29|63174450
ATAI|2026-07-30|COILED|25|4.815|4.15|4.58|10988138
ATAI|2026-07-30|COILED|26|4.29|4.08|4.17|4980847
ATAI|2026-07-30|COILED|27|4.235|3.96|4.1|3962696
ATAI|2026-07-30|COILED|28|4.23|4.03|4.05|5416713
ATAI|2026-07-30|COILED|29|4.2183|3.995|4.06|6619187
ATAI|2026-07-30|COILED|30|4.195|3.9935|4.07|3971427
ATAI|2026-07-30|COILED|31|4.34|3.83|4.14|9998766
ATAI|2026-07-30|COILED|32|4.0665|3.83|3.84|3337414
ATAI|2026-07-30|COILED|33|4.05|3.77|3.92|4980003
ATAI|2026-07-30|COILED|34|3.88|3.6701|3.8|4811512
ATAI|2026-07-30|COILED|35|4.005|3.77|3.78|3268701
ATAI|2026-07-30|COILED|36|4.005|3.76|3.89|5388937
ATAI|2026-07-30|COILED|37|4.115|3.8|3.81|4923176
ATAI|2026-07-30|COILED|38|4.485|3.78|3.95|9191359
ATAI|2026-07-30|COILED|39|4.745|4.4233|4.5|4535107
ATAI|2026-07-30|COILED|40|4.78|4.46|4.53|4803654
ATAI|2026-07-31|COILED|1|7.21|7.18|7.18|8911405
ATAI|2026-07-31|COILED|2|7.21|7.17|7.18|14877159
ATAI|2026-07-31|COILED|3|7.19|7.16|7.18|18592054
ATAI|2026-07-31|COILED|4|7.2|7.15|7.18|17239561
ATAI|2026-07-31|COILED|5|7.195|7.16|7.17|9630611
ATAI|2026-07-31|COILED|6|7.19|7.1607|7.18|6956492
ATAI|2026-07-31|COILED|7|7.2|7.15|7.17|9035012
ATAI|2026-07-31|COILED|8|7.19|7.14|7.18|10971702
ATAI|2026-07-31|COILED|9|7.21|7.13|7.135|13794681
ATAI|2026-07-31|COILED|10|7.21|7.1|7.19|22277497
ATAI|2026-07-31|COILED|11|7.22|7.08|7.22|41794258
ATAI|2026-07-31|COILED|12|7.22|7.02|7.15|165634412
ATAI|2026-07-31|COILED|13|5.76|5.3|5.36|6141063
ATAI|2026-07-31|COILED|14|5.77|4.97|5.67|11463617
ATAI|2026-07-31|COILED|15|5.1|4.81|4.97|7854859
ATAI|2026-07-31|COILED|16|5.39|5.03|5.17|7995456
ATAI|2026-07-31|COILED|17|5.4575|5.21|5.33|7507330
ATAI|2026-07-31|COILED|18|5.4|5.01|5.17|10122007
ATAI|2026-07-31|COILED|19|5.24|4.78|5.19|7682424
ATAI|2026-07-31|COILED|20|5.45|4.82|4.96|11532437
ATAI|2026-07-31|COILED|21|5.27|4.77|5.19|11314894
ATAI|2026-07-31|COILED|22|5.26|4.8|4.88|8206070
ATAI|2026-07-31|COILED|23|5.52|5.24|5.27|8286914
ATAI|2026-07-31|COILED|24|5.38|5.05|5.36|10405593
ATAI|2026-07-31|COILED|25|5.31|4.4209|5.29|63174450
ATAI|2026-07-31|COILED|26|4.815|4.15|4.58|10988138
ATAI|2026-07-31|COILED|27|4.29|4.08|4.17|4980847
ATAI|2026-07-31|COILED|28|4.235|3.96|4.1|3962696
ATAI|2026-07-31|COILED|29|4.23|4.03|4.05|5416713
ATAI|2026-07-31|COILED|30|4.2183|3.995|4.06|6619187
ATAI|2026-07-31|COILED|31|4.195|3.9935|4.07|3971427
ATAI|2026-07-31|COILED|32|4.34|3.83|4.14|9998766
ATAI|2026-07-31|COILED|33|4.0665|3.83|3.84|3337414
ATAI|2026-07-31|COILED|34|4.05|3.77|3.92|4980003
ATAI|2026-07-31|COILED|35|3.88|3.6701|3.8|4811512
ATAI|2026-07-31|COILED|36|4.005|3.77|3.78|3268701
ATAI|2026-07-31|COILED|37|4.005|3.76|3.89|5388937
ATAI|2026-07-31|COILED|38|4.115|3.8|3.81|4923176
ATAI|2026-07-31|COILED|39|4.485|3.78|3.95|9191359
ATAI|2026-07-31|COILED|40|4.745|4.4233|4.5|4535107
