MRNA|2025-07-14|33.38|33.5|32.435|32.87|7257658
MRNA|2025-07-15|33.195|33.31|31.42|31.58|8515488
MRNA|2025-07-16|31.7|32.17|31.43|32.06|5981553
MRNA|2025-07-17|32.19|32.72|31.97|32.2|6023672
MRNA|2025-07-18|32.45|32.58|30.97|31.26|7823637
MRNA|2025-07-21|31.525|32.07|30.88|30.97|5767735
MRNA|2025-07-22|30.98|32.84|30.98|32.73|8246651
MRNA|2025-07-23|33.885|35.59|33.54|34.67|12501165
MRNA|2025-07-24|34.95|35.09|33.8|34.01|6613783
MRNA|2025-07-25|33.97|34.435|33.35|34.15|5371779
MRNA|2025-07-28|34.34|34.7|33.702|33.91|5589523
MRNA|2025-07-29|33.7|33.7|31.94|32.66|8295482
MRNA|2025-07-30|33.085|33.3999|31.89|32.15|6087512
MRNA|2025-07-31|31.21|31.845|29.31|29.56|14481865
MRNA|2025-08-01|27.57|27.88|26.5648|27.605|16282200
MRNA|2025-08-04|28.015|28.6|27.18|27.64|8091083
MRNA|2025-08-05|27.64|27.9701|27.305|27.47|6162982
MRNA|2025-08-06|27.2|27.4846|26.32|26.71|10166646
MRNA|2025-08-07|26.885|27.04|26.26|26.61|7832254
MRNA|2025-08-08|26.545|26.88|25.89|26.12|6607279
MRNA|2025-08-11|26.15|26.715|25.3|25.47|8757914
MRNA|2025-08-12|25.54|26.26|25.3216|25.66|12252374
MRNA|2025-08-13|25.89|27.08|25.79|26.89|8658143
MRNA|2025-08-14|26.4|26.885|25.81|26.69|5798980
MRNA|2025-08-15|26.97|28.5899|26.8|28.02|9386067
MRNA|2025-08-18|28.2|28.51|27.965|28.09|6149349
MRNA|2025-08-19|28.15|28.3|27.62|27.91|5415308
MRNA|2025-08-20|27.72|27.89|26.56|26.89|6918893
MRNA|2025-08-21|26.55|26.6|26.01|26.22|5643695
MRNA|2025-08-22|26.38|27.8|26.38|27.12|9165543
MRNA|2025-08-25|27.12|27.22|25.35|25.35|13157807
MRNA|2025-08-26|25.35|25.51|24.29|24.73|13014853
MRNA|2025-08-27|24.75|25.64|24.28|25.1|18672511
MRNA|2025-08-28|25.04|25.18|24.13|24.47|10608810
MRNA|2025-08-29|24.25|24.38|23.84|24.09|8288636
MRNA|2025-09-02|23.93|24.25|23.4|24.19|14228511
MRNA|2025-09-03|24.16|24.66|23.79|24.05|9306486
MRNA|2025-09-04|23.81|24.34|23.33|24.28|9158277
MRNA|2025-09-05|24.66|25.48|24.6054|25.14|13040610
MRNA|2025-09-08|24.925|24.925|23.78|24.83|13100465
MRNA|2025-09-09|24.91|25.465|24.32|24.47|9779916
MRNA|2025-09-10|24.58|25.35|24.208|24.31|8232789
