A|2026-05-28|high_unentered|high_unentered||48|14.813535911602207|strong|0.01902255639097745|0.04037593984962409||0.06082706766917296|0.06082706766917296
AAOI|2026-02-27|high_unentered|high_unentered||80|22.797541441609255|unknown|0.5548308812376762|0.4497193993629605|0.48961019262854516|0.7386622175034124|0.9560139541938418
AAP|2026-05-21|high_unentered|high_unentered||50.4|12.39266198282592|strong|0.006251085257857256|0.046014933148115965||0.07987497829484275|0.08213231463795792
ABVX|2026-06-03|moderate_alert|moderate_tier||50.4|15.14|routine|0.29128722618754616|0.20637460004922464|0.7800886044794486|0.33122077282795953|0.8050701452128969
ACEL|2026-03-04|high_unentered|high_unentered||80|17.434507678410114|unknown|-0.06230769230769235|-0.12461538461538456|-0.15384615384615385|0.023846153846153885|0.023846153846153885
ACHC|2026-02-25|high_unentered|high_unentered||80|18.258590564938835|unknown|0.09775917261758185|0.18542230977591728|0.19724205860625457|0.19083969465648856|0.2681605515882788
ACHR|2026-08-10|high_unentered|window_missed|window:out_of_orb: detected 09:45 ET|54|14.85|routine|0.059282371294851775|||0.13728549141965676|0.13728549141965676
ACLX|2026-02-23|high_unentered|high_unentered||80|78.03774762127593|unknown|-0.0034168564920273397|-0.0007885053443140302|0.004030138426493725|0.0010513404590853737|0.006746101279130857
ACMR|2026-08-07|high_unentered|setup_other|setup:gap_below_floor: rt 6.6% < 10% floor (alert said 15.1%, last $84.19 vs prev close $78.98)|100.8|15.09|strong|-0.1419773095623987|-0.13106428957320362||0|0
AEHR|2026-02-11|high_unentered|high_unentered||80|18.542676108833405|unknown|-0.1230938531677409|-0.04826285175286905|0.18377613582770003|0.1787454802703978|0.476182990095897
AEHR|2026-06-17|moderate_alert|moderate_tier||70|15.87|strong|0.007382814206456676|-0.13686601721200464|-0.2918614302564327|0.07885195054825045|0.07885195054825045
AEIS|2026-08-04|high_unentered|cap_blocked|block:max_positions: 5/5 (mode=live)|84|15.39|strong|-0.02383846769650418|-0.028701040709224086||0.039790079165060686|0.039790079165060686
AEVA|2026-08-06|high_unentered|stop_too_wide|setup:stop_too_wide: ORB range $3.08 (13.4%) > 1.5x ATR $2.33|96|22.28|strong|0.03178294573643412|-0.13100775193798445||0.10155038759689926|0.10155038759689926
AGIG|2026-03-02|high_unentered|high_unentered||80|26.79425837320575|unknown|-0.5754716981132075|-0.6471698113207547|-0.7433962264150943|0.0018867924528301486|0.0018867924528301486
AGX|2026-06-05|high_unentered|cap_blocked|block:max_positions: 5/5 (mode=paper)|86.4|10.96|game_changer|-0.11136910904712753|-0.08026602453847037||0.11655773420479311|0.15489909414058028
AIP|2026-05-13|high_unentered|stop_too_wide|setup:stop_too_wide: ORB range $3.18 (9.8%) > 1.5x ATR $3.02|115.2|20.81|strong|0.05390911656788043|-0.01354784081287036|0.053062376517075995|0.08580299181484616|0.10047699689528646
AIRO|2026-05-28|high_unentered|high_unentered||56.4|10.150891632373105|routine|0.11830635118306365|0.16687422166874222||0.23038605230386072|0.23038605230386072
AKAM|2026-05-08|high_unentered|breaker_blocked|block:circuit_breaker: cooldown until 2026-05-08T16:07:41.865220+00:00|96|27.37|strong|0.05197662426950844|0.03733241663801999||0.13750429700928155|0.13750429700928155
AKTS|2026-06-12|high_unentered|window_missed|window:out_of_orb: detected 09:55 ET|54|11.92|strong|-0.03136704119850179|0.1605805243445693||0.18637640449438211|0.6006507490636706
ALAB|2026-05-20|high_unentered|high_unentered||100.8|15.68|strong|0.18467841374646982|0.38884690346446055|0.6589236704983891|0.41016666003738905|0.6753510202458136
ALOY|2026-06-01|high_unentered|window_missed|window:out_of_orb: detected 09:56 ET|86.4|14.25|strong|0.23961661341853033|0.5090521831735888|0.538871139510117|0.5623003194888178|1.1927582534611287
AMBQ|2026-05-12|high_unentered|infra_skip|setup:account_fetch_failed: 'ALPACA_LIVE_API_KEY'|96|16.356470330632796|game_changer|0.3415506210011292|0.3387278885961611|0.413624388407979|0.3872788859616108|0.6139612344749718
AMDG|2026-02-24|high_unentered|high_unentered||80|15.000000000000005|unknown|-0.006887645286267763|-0.1880542402066294|-0.0774860094705123|0.049504950495049445|0.049504950495049445
AMDL|2026-02-24|high_unentered|high_unentered||80|15.159128978224459|unknown|-0.007999999999999959|-0.19127272727272732|-0.07999999999999997|0.046545454545454584|0.046545454545454584
AMRC|2026-08-04|high_unentered|window_missed|window:out_of_orb: detected 09:45 ET|50|38.72|routine|-0.1963670529282806|-0.18916379580331974||0|0
AMUU|2026-02-24|high_unentered|high_unentered||80|15.229335881509796|unknown|-0.008075049238105073|-0.19013786669430915|-0.08551881413911061|0.04364051000310986|0.04364051000310986
ANF|2026-05-27|high_unentered|window_missed|window:out_of_orb: detected 09:55 ET|57.6|11.23|routine|0.018339529120198313|-0.05303593556381662|0.10718711276332084|0.080545229244114|0.17478314745972742
ANNA|2026-03-24|high_unentered|high_unentered||96|43.96|strong|0.00868306801736608|0.19971056439942098|-0.3835021707670044|0.5397973950795948|0.5397973950795948
ANPA|2026-02-20|high_unentered|high_unentered||80|16.085790884718506|unknown|-0.37028483448806776|-0.2001539645881447|-0.34411085450346424|0.2578906851424172|0.2578906851424172
APLD|2026-04-23|moderate_alert|moderate_tier||53.3|9.11|strong|0.00517241379310344|-0.015804597701149344|0.37988505747126455|0.10747126436781616|0.3957816091954024
APPF|2026-04-24|moderate_alert|moderate_tier||63.6|10.01|strong|0.01738088103086608|0.03745879532514235|-0.011567275996403998|0.0636499850164819|0.06574767755468984
APPS|2026-05-27|high_unentered|high_unentered||96|34.92723492723494|strong|0.29506933744221864|0.33590138674884434||0.5099999999999998|0.6640986132511557
APPS|2026-08-05|high_unentered|breaker_blocked|block:circuit_breaker: cooldown until 2026-08-05T19:50:00.523877+00:00|115.2|28.29|strong|0.19414225941422597|0.03849372384937246||0.28326359832636|0.28326359832636
APPX|2026-05-26|high_unentered|high_unentered||44.4|14.51398135818909|routine|0.19604651162790698|0.3504651162790698||0.4186046511627907|0.4186046511627907
ARHS|2026-02-26|high_unentered|high_unentered||80|25.894988066825775|unknown|-0.21800947867298584|-0.25497630331753557|-0.3649289099526067|0.004739336492890894|0.004739336492890894
ARLO|2026-02-27|high_unentered|high_unentered||80|18.15235008103728|unknown|0.048696844993141225|-0.04663923182441699|-0.07681755829903973|0.12277091906721542|0.12277091906721542
ARM|2026-05-20|high_unentered|high_unentered||100.8|16.36|strong|0.31645625496601054|0.47995938907036284|0.9398781672110885|0.5424207645448929|0.9983225920367265
ARMG|2026-03-20|high_unentered|high_unentered||80|10.857908847184982|unknown|0|0.07980652962515117|0.5482345828295043|0.40145102781136643|0.5525997581620316
ARMG|2026-06-01|high_unentered|high_unentered||48|20.897204688908936|routine|0.05053141898191312|-0.24277456647398848||0.18646280067126608|0.18646280067126608
ARRY|2026-05-07|high_unentered|cap_blocked|block:max_positions: 5/5|54.7|11.32|strong|-0.04565701559020046|-0.04008908685968833|-0.0991091314031181|0.0300668151447661|0.06291759465478836
ARTL|2026-03-20|high_unentered|high_unentered||96|20.25|strong|-0.08809523809523812|0.25476190476190463|-0.4613095238095238|1.3702261904761903|1.3702261904761903
ARTV|2026-05-29|high_unentered|high_unentered||42|10.643889618922465|routine|-0.11401425178147268|-0.18646080760095016||0|0
ARX|2026-05-14|high_unentered|window_missed|window:out_of_orb: detected 09:50 ET|100.8|17.64|strong|0.11159107271418278|0.22318214542836556|-0.06191504679625638|0.2375809935205184|0.2850971922246221
ASAN|2026-05-29|moderate_alert|moderate_tier||53.3|11.56|routine|0.22567567567567565|0.059459459459459386||0.2621486486486486|0.2621486486486486
ASPI|2026-05-26|high_unentered|high_unentered||66|14.954954954954957|strong|0.04545454545454546|0.30564263322884017||0.3385579937304074|0.3385579937304074
ASTH|2026-03-02|high_unentered|high_unentered||80|18.248893261190364|unknown|0.019550748752079967|0.02828618968386022|0.01247920133111484|0.10773710482529118|0.10773710482529118
ASTI|2026-05-27|high_unentered|high_unentered||38.4|13.475177304964554|routine|0.22968749999999996|0.07968749999999997||0.53125|0.53125
ASTN|2026-04-20|moderate_alert|moderate_tier||51.8|29.11|routine|-0.10972568578553615|-0.07107231920199494|-0.45822942643391523|0.01246882793017452|0.2998753117206984
ATRO|2026-08-12|high_unentered|stop_too_wide|setup:stop_too_wide: ORB range $5.75 (7.2%) > 1.5x ATR $5.29|72|11.29|game_changer|0.09962004274519118|||0.12158632153882683|0.12158632153882683
AVAV|2026-03-02|high_unentered|high_unentered||80|12.681863230921708|unknown|-0.19680551646495917|-0.2003588516746412|-0.37739234449760767|0.06600056290458764|0.06600056290458764
