10680|BW|2026-05-11|18.99|15.56|t|0.3611111111111111|6|t|0.3055555555555556|6|t|t|22.03|7.93|60
10682|BZH|2026-05-11|25.6|24.1|t|0.5833333333333334|6|t|0.5833333333333334|6|t|f|34.54|21.01|60
10684|DRTS|2026-05-11|10.8|9.25|t|0.25|6|t|0.25|6|f|f|14.11|8.75|60
10683|MNDY|2026-05-11|88.48|73.17|t|0.47222222222222227|6|t|0.5277777777777778|6|t|f|97.3|65.915|60
10679|MRAM|2026-05-11|44.67|33.66|t|0.861111111111111|6|t|0.861111111111111|6|t|t|51.5|12.87|60
10681|WYFI|2026-05-11|29|22.75|t|0.47222222222222227|6|t|0.47222222222222227|6|f|f|46.8699|20.37|60
10691|AMBQ|2026-05-12|66.59|53.14|t|0.7833333333333333|10|t|0.5833333333333334|6|t|f|91.61|56.3928|60
10695|AVEX|2026-05-12|28.56|25.6|f||10|f||6|f|f|41.16|13.07|60
10690|HLIT|2026-05-12|15.39|12.54|t|0.75|10|t|0.6388888888888888|6|t|f|17.68|10.45|60
10685|PACS|2026-05-12|41.7399|37.6146|t|0.48333333333333334|10|t|0.4166666666666667|6|t|f|49.49|34.07|60
10692|SE|2026-05-12|98.0965|90.25|t|0.25|10|f||6|t|f|115.72|80.8|60
10687|SIBN|2026-05-12|13.955|12.072|t|0.3166666666666667|10|f||6|t|f|19.35|13.4116|60
10686|TE|2026-05-12|6.51|5.5|t|0.35000000000000003|10|f||6|t|f|12.49|3.495|60
10693|VG|2026-05-12|13.595|12.105|t|0.25|10|f||6|t|f|15.45|10.26|60
10689|VPG|2026-05-12|87.8799|79.15|t|0.6833333333333332|10|t|0.638888888888889|6|t|f|151.78|65.41|60
10694|VSTS|2026-05-12|12.465|11.0313|t|0.7166666666666667|10|t|0.5277777777777778|6|t|f|16.9|10.61|60
10688|ZBRA|2026-05-12|259.335|238.49|t|0.4166666666666667|10|t|0.19444444444444442|6|t|f|383.63|211.86|60
10697|AIP|2026-05-13|36.17|30.46|t|0.4166666666666667|2|f||1|t|f|50.26|26.63|60
10696|EOSE|2026-05-13|9.99|8.19|t|0.5833333333333334|2|t|0.5|1|t|f|9.69|3.11|60
10706|ARX|2026-05-14|15.4165|13.72|t|0.34848484848484845|11|f||5|t|f|17.85|10.765|60
10707|CPA|2026-05-14|136|123.653|t|0.28787878787878785|11|t|0.16666666666666666|5|t|f|160.465|126.78|60
