ARGX|2026-08-17|0.029069691417120923|f|HIGH|0.5833333333333334|2|0.5833333333333334|2
CBRS|2026-08-17|0.10710531864641429|f|none|0.4166666666666667|2|0.4166666666666667|2
AMLX|2026-08-18|0.06557515392793692|t|HIGH|0.5|1|0.5|1
MRNA|2026-08-19|0.057226304446968426|t|HIGH|0.875|4|0.875|4
MRVL|2026-08-19|0.06733150667121043|t|HIGH|0.2916666666666667|4|0.2916666666666667|4
TEM|2026-08-19|0.06102534594604141|f|none|0.4583333333333333|4|0.375|4
TWST|2026-08-19|0.07218873539108171|f|HIGH|0.375|4|0.4583333333333333|4
BULL|2026-08-20|0.043510037544533635|f|HIGH|0.5|3|0.5|3
RARE|2026-08-20|0.05178879188253245|f|HIGH|0.27777777777777773|3|0.3888888888888889|3
SCSC|2026-08-20|0.03563768086192865|f|none|0.7222222222222223|3|0.6111111111111112|3
UUUU|2026-08-21|0.06219833759904222|f|HIGH|0.5|1|0.5|1
CHRN|2026-08-27|0.10083704687602638|f|HIGH|0.43333333333333335|5|0.43333333333333335|5
CRWD|2026-08-27|0.04360382197498185|t|HIGH|0.43333333333333335|5|0.5|5
DG|2026-08-27|0.025473670177846335|f|HIGH|0.2333333333333333|5|0.2333333333333333|5
OKTA|2026-08-27|0.04460538133723306|t|HIGH|0.7666666666666666|5|0.6999999999999998|5
VEEV|2026-08-27|0.032845685107894575|f|HIGH|0.6333333333333333|5|0.6333333333333333|5
SOLS|2026-08-28|0.03297962633363907|t|HIGH|0.5|1|0.5|1
AGX|2026-09-03|0.05279928509456659|f|HIGH|0.27777777777777773|3|0.27777777777777773|3
HOOD|2026-09-03|0.04899688333133697|t|HIGH|0.6111111111111112|3|0.6111111111111112|3
SNOW|2026-09-03|0.0369254109960965|f|HIGH|0.6111111111111112|3|0.6111111111111112|3
ALAB|2026-09-04|0.05806874530804714|f|MODERATE|0.5|1|0.5|1
ERO|2026-09-08|0.04696710381070877|f|MODERATE|0.25|6|0.19444444444444445|6
IONQ|2026-09-08|0.054828799279773355|f|HIGH|0.4166666666666667|6|0.25000000000000006|6
PHVS|2026-09-08|0.04751329773733683|t|HIGH|0.8055555555555555|6|0.8055555555555555|6
QCOM|2026-09-08|0.029207890629115087|f|HIGH|0.3611111111111111|6|0.5833333333333334|6
ROIV|2026-09-08|0.03267032108277614|f|HIGH|0.75|6|0.6944444444444445|6
SEI|2026-09-08|0.05749066144008733|t|HIGH|0.4166666666666667|6|0.47222222222222227|6
DFTX|2026-09-14|0.04550705948107117|t|HIGH|0.75|2|0.5833333333333334|2
SRRK|2026-09-14|0.04113111038208036|f|HIGH|0.25|2|0.4166666666666667|2
CIFR|2026-09-16|0.08340220515784348|f|MODERATE|0.5|1|0.5|1
GNRC|2026-09-17|0.036518622862884945|f|HIGH|0.75|2|0.75|2
VICR|2026-09-17|0.06342465159442137|t|HIGH|0.25|2|0.25|2
