RGTU|2026-04-16|69|f|-0.2833948339483395|0.04354243542435423
WSHP|2026-04-16|55|t|-0.5703918722786647|0.6947957702674684
XNDU|2026-04-16|234|t|-0.022033898305084697|0.4386440677966101
BBGI|2026-04-16|142|f|0.5664335664335662|0.741258741258741
BIRD|2026-04-17|356|t|-0.4397446129289705|0.07581005586592189
WSHP|2026-04-17|188|t|-0.48297537977998956|0.0026191723415401108
PBM|2026-04-17|136|t|-0.1945010183299389|0.7270162932790223
FGI|2026-04-20|77|t|-0.08401853389399253|0.6645686584353323
MAAS|2026-04-20|84|f|-0.09979423868312763|1.1491769547325101
PBM|2026-04-20|185|t|-0.46244757910789175|0.2931223789553945
BIRD|2026-04-20|352|f|-0.40178571428571425|0.11607142857142864
EFOI|2026-04-21|167|f|-0.33101045296167253|0.04529616724738672
JLHL|2026-04-21|60|t|0.0037383177570094323|0.35514018691588795
BTM|2026-04-21|74|t|-0.15211267605633805|0.16901408450704242
POET|2026-04-22|53|t|-0.4273318872017354|0.34490238611713664
WSHP|2026-04-22|81|t|-0.2225177304964539|0.25265957446808524
BTM|2026-04-22|74|f|-0.09035222052067379|0.2710566615620215
CAR|2026-04-22|92|f|-0.7662550484522381|0.09382043639272758
XNDU|2026-04-22|99|t|0.03678929765886282|0.30358974358974355
HCAI|2026-04-22|51|t|-0.3668981481481482|0.1516203703703702
AKAN|2026-04-23|226|t|2.8581560283687946|3.30608353033885
MAAS|2026-04-23|69|f|-0.04808635917566244|0.26594700686948
PBM|2026-04-23|222|f|-0.23103850641773632|0.18319719953325556
BTM|2026-04-23|106|f|-0.10709504685408298|0.109772423025435
POET|2026-04-24|75|t|-0.4608349314058121|0.14323646555539166
MXL|2026-04-24|59|t|0.4292592592592594|0.48259259259259263
PBM|2026-04-24|214|f|-0.3648373983739837|0.030487804878048853
TRT|2026-04-24|105|f|0.1844987363100254|0.6090985678180288
TORO|2026-04-27|76|t|-0.24497487437185933|0.06782663316582918
MX|2026-04-27|63|f|-0.3654188948306596|0.0021390374331550026
POET|2026-04-27|108|f|-0.2566649242028227|0.08938839519079984
RMAX|2026-04-28|52|f|0.026679841897233336|0.1482213438735178
ENVB|2026-04-28|51|f|-0.33965844402277034|0.0986717267552183
SKLZ|2026-04-28|78|f|0.07407407407407407|0.4009661835748791
AKAN|2026-04-29|438|t|0.593011305241521|3.054465570400822
FCEL|2026-04-30|58|f|-0.07669172932330837|0.07518796992481203
TRT|2026-04-30|66|f|0|0.3719310344827587
AKAN|2026-04-30|700|t|0.1585669781931463|1.4579408099688473
ISPC|2026-05-01|4149|t|-0.15511551155115505|0.11714521452145218
CUE|2026-05-01|2560|t|0.037037037037037035|0.2272592592592593
AKAN|2026-05-01|1406|t|-0.5322245322245323|0.3669421344421345
AIOS|2026-05-01|2264|t|0.5658978583196047|1.7899423393739704
MRAM|2026-05-04|69|f|0.860877684407096|1.0854341736694677
SILC|2026-05-05|50|t|-0.06810193321616874|0.07473637961335662
AIOS|2026-05-05|87|f|0.0774999999999999|1.02810625
SKK|2026-05-06|227|t|-0.3548387096774194|0.15645161290322576
GDC|2026-05-06|77|f|-0.9793333333333333|0.09065333333333332
PN|2026-05-06|211|t|-0.4062877871825876|0.12454655380894815
ERNA|2026-05-07|64|t|0.3735632183908047|1.281609195402299
STFS|2026-05-08|99|f|0.32716049382716056|1.4259259259259258
DGXX|2026-05-11|76|t|-0.024258760107816673|0.2398921832884096
ERNA|2026-05-13|221|t|-0.20668058455114816|0.04384133611691029
POET|2026-05-14|102|t|-0.14876507754164273|0.19529006318207917
BRUNW|2026-05-15|72|t|-0.21276595744680854|0.24217772215269093
PIII|2026-05-19|157|t|0.5834990059642146|0.5844930417495029
SUGP|2026-05-20|66|f|-0.6621315192743764|0.14058956916099774
CTEV|2026-05-21|53|f|0.20019111323459157|0.23315814620162442
AKAN|2026-05-22|73|t|-0.39392857142857146|0.06571428571428571
NAKA|2026-05-22|4095|f|-0.12248322147650999|0.273489932885906
AKTX|2026-05-22|68|t|0.3538306451612903|1.9556451612903225
CODX|2026-05-26|270|t|-0.09461426491994182|0.9708879184861716
SVRN|2026-05-26|132|f|-0.14877868245743892|0.11547002220577354
MX|2026-05-27|57|f|0.31905465288035456|0.4564254062038405
SIDU|2026-05-27|72|t|-0.36538461538461536|0.004437869822485244
CPSH|2026-05-27|159|t|-0.39538461538461533|0.10692307692307697
MNTS|2026-05-27|166|t|-0.3256232331020303|0.14109483423284508
BRAI|2026-05-28|54|f|-0.3063829787234042|0.4287659574468085
CODX|2026-05-28|433|t|-0.2915129151291514|0.6654366543665434
SWMR|2026-05-28|58|f|0.4546871253895949|0.6642691600735235
ASTC|2026-05-28|506|t|0.772706316274781|2.1742738589211617
MX|2026-05-29|58|t|-0.13483146067415733|0.23096129837702867
AKTX|2026-05-29|543|t|-0.3967173738991193|0.03883106485188146
CODX|2026-05-29|468|f|-0.502210433244916|0.196286472148541
ASTC|2026-05-29|1191|t|-0.11140583554376665|0.8262599469496018
VCIG|2026-06-01|537|f|-0.5135722041259501|0.10749185667752426
SPCE|2026-06-01|91|t|-0.4336769759450172|0.2233676975945017
REPL|2026-06-01|89|f|0.002234636871508531|0.2134078212290503
OLOX|2026-06-02|97|f|-0.15151515151515155|0.2337662337662338
ZOOZ|2026-06-02|2002|f|-0.1949286846275752|0.06971473851030122
VCIG|2026-06-04|171|f|-0.28625|0.13375000000000004
SPRC|2026-06-04|115|t|-0.3129151291512915|0.16531365313653124
FOFO|2026-06-04|262|t|-0.6273209549071619|0.12068965517241369
FOXX|2026-06-05|122|f|-0.4251824817518249|0.18613138686131378
CETX|2026-06-05|900|f|-0.3413793103448276|0.2931034482758621
STI|2026-06-05|388|t|-0.4086814086814087|0.07640107640107642
SDOT|2026-06-08|345|t|0.641258741258741|1.7874125874125872
JLHL|2026-06-08|137|t|-0.6181818181818182|0.04320432043204331
STI|2026-06-08|668|f|-0.41798941798941797|0.0025062656641604963
SUNE|2026-06-09|420|f|-0.47905282331511845|0.04553734061930783
STAK|2026-06-09|426|t|-0.08333333333333333|0.5833333333333334
SDOT|2026-06-10|335|f|0.20055904961565332|1.7854647099930117
OCC|2026-06-10|71|f|0.034761904761904786|0.3323761904761905
AMPG|2026-06-11|51|f|0.12939698492462315|0.27010050251256273
OCC|2026-06-11|119|f|-0.1836734693877552|0.01967565597667636
SDOT|2026-06-11|807|f|-0.39514018691588787|0.4900934579439252
