QNCX|32.6|66.78|104.84662576687116|268799.850000000000
ELPW|70.2|122.85|74.99999999999999|33948.200000000000
JEM|26.088|36.696|40.66237350505978|32108.850000000000
ELAB|34.5|46.5|34.78260869565217|1505909.150000000000
JTAI|7.7|10.355|34.48051948051948|238301.850000000000
TRAXV|19|24.2|27.368421052631575|529.5000000000000000
MTEX|6.24|7.55|20.993589743589737|4285.3500000000000000
LEVI|19.71|22.65|14.91628614916285|2562337.950000000000
GFI|46.12|52.765|14.408065915004345|3887159.750000000000
RPM|96.71|110.6|14.362527143004861|1009498.850000000000
MGRT|27.65|31.56|14.141048824593131|149528.150000000000
AEHR|50.25|57.35|14.12935323383085|2225126.200000000000
CRML|7.78|8.82|13.367609254498714|7139120.400000000000
APLD|25.18|28.445|12.966640190627485|17126758.350000000000
RYAAY|58.29|65.77|12.832389775261618|1572018.150000000000
ALK|36.93|41.65|12.780936907663143|5073338.850000000000
LUV|37.87|42.675|12.688143649326644|8526090.800000000000
EUDA|7.09|7.9798|12.55007052186178|16224.550000000000
AMCI|5.79|6.51|12.435233160621758|108864.200000000000
ACMR|41.91|47.09|12.359818659031275|1013701.750000000000
ALGT|80.74|90.68|12.31112212038644|451987.300000000000
CCL|25.2|28.28|12.22222222222223|28969450.000000000000
LIF|41.23|46.25|12.175600291050214|1859899.850000000000
AXTI|45.46|50.99|12.164540255169381|13124189.500000000000
AU|101.08|113.3|12.089434111594775|3599748.300000000000
JLHL|5.88|6.59|12.074829931972788|18214.850000000000
CUK|25.2|28.24|12.063492063492061|3443261.850000000000
MT|53.8|60.29|12.06319702602231|1889271.500000000000
HMY|15.84|17.74|11.994949494949486|5931306.650000000000
VCX|113.71|127.14|11.810746636179763|678507.230769230769
SBSW|12.39|13.82|11.541565778853911|6490583.650000000000
OUST|19.33|21.55|11.484738748060023|1873606.400000000000
HYMC|36.57|40.76|11.457478807765922|3577149.100000000000
UAL|89.299|99.45|11.367428526635232|8384957.300000000000
NVTS|8.57|9.54|11.318553092182016|21867315.200000000000
AAL|10.81|12.03|11.285846438482876|69055996.300000000000
DAL|65.62|73|11.246571167327026|14769951.400000000000
USAS|5.35|5.95|11.214953271028048|6701062.950000000000
QBTS|13.74|15.25|10.98981077147016|20249386.400000000000
REAL|9.22|10.23|10.954446854663772|3340459.150000000000
VNET|7.95|8.82|10.943396226415096|6442339.600000000000
PLRZ|11.08|12.29|10.920577617328512|31315.900000000000
IPX|27.21|30.15|10.804851157662615|410667.750000000000
PSIX|62.49|69.23|10.785725716114582|669940.200000000000
AXTA|26.13|28.93|10.715652506697285|2762787.300000000000
BTDR|9.41|10.415|10.680127523910722|7485355.100000000000
AEVA|12.55|13.884|10.629482071713143|1405127.000000000000
OSCR|12.97|14.335|10.524286815728606|6477685.950000000000
LTBR|10.32|11.4|10.465116279069768|840987.950000000000
KC|13.57|14.99|10.464259395725865|1481010.350000000000
UCTT|63.39|69.988|10.40858179523584|999034.500000000000
PONY|8.78|9.69|10.364464692482917|6312267.000000000000
FTAI|241.02|265.92|10.331092855364702|1434670.550000000000
KTOS|71.96|79.38|10.311284046692611|3737723.700000000000
AKA|9.8|10.81|10.30612244897959|4100.1500000000000000
SNDK|710.8|784|10.298255486775473|18408916.550000000000
HOOD|69.65|76.8|10.26561378320171|25541914.200000000000
SOUN|6.7|7.38|10.14925373134328|24117505.050000000000
ASST|9.265|10.2|10.09174311926604|3368149.750000000000
SERV|8.03|8.84|10.087173100871738|4519642.300000000000
AIFU|28.16|30.976|9.999999999999996|317.3500000000000000
BCS|21.91|24.095|9.972615244180734|8991522.850000000000
RCL|267.71|294.34|9.94733106719958|2342207.950000000000
MU|377.58|415.13|9.944912336458502|50862830.450000000000
BE|135.91|149.4|9.92568611581194|9493615.700000000000
SCZM|7.86|8.64|9.923664122137406|649276.800000000000
FLNC|13.25|14.56|9.886792452830193|3692549.450000000000
COMP|6.68|7.34|9.880239520958087|14560295.750000000000
ADXN|6.1|6.7|9.836065573770501|4078.9500000000000000
SLXN|11.2|12.3|9.821428571428585|7452.6500000000000000
HAO|2611.2|2867.2|9.803921568627452|3.7000000000000000
NIPG|21.099|23.166|9.796672828096119|835.0500000000000000
XP|18.63|20.45|9.76918947933441|5942063.950000000000
SOFI|16.11|17.68|9.74549968963377|64245482.800000000000
JMIA|6.67|7.32|9.745127436281864|1281277.350000000000
SMTK|12.3|13.49|9.674796747967475|3032.2000000000000000
NCLH|18.73|20.54|9.663641217298444|21363261.250000000000
ARQQ|12.55|13.76|9.641434262948199|180659.200000000000
LYG|5.2|5.7|9.615384615384615|25518503.950000000000
VICR|159.83|175.18|9.603954201338919|927346.600000000000
NEGG|35.32|38.71|9.597961494903737|61520.600000000000
LASR|57.72|63.25|9.580734580734584|1943317.350000000000
TIGR|6.28|6.88|9.554140127388528|2734444.950000000000
NAVN|12.46|13.65|9.550561797752804|3883433.650000000000
TOUR|6.3|6.9|9.523809523809533|12627.650000000000
RCAT|12.08|13.23|9.519867549668877|17808297.900000000000
ATCX|5.83|6.38|9.43396226415094|33379.900000000000
INTR|7.75|8.48|9.419354838709683|2959105.300000000000
ADPT|13.71|15|9.40919037199124|2313054.550000000000
AFJK|26.5|28.99|9.396226415094333|5806.9000000000000000
EXK|9.58|10.48|9.394572025052197|10946852.050000000000
JHX|18.74|20.5|9.391675560298836|6911681.350000000000
SE|81.36|89|9.390363815142578|3626536.200000000000
RGTI|13.84|15.139|9.385838150289013|24167717.050000000000
CPA|111.56|122|9.358192900681246|559739.950000000000
USAR|14.64|16.01|9.357923497267766|12759724.000000000000
SHMD|5.46|5.97|9.340659340659336|743615.800000000000
VIK|71.48|78.15|9.33128147733632|2769041.900000000000
AFRM|47.4|51.82|9.324894514767937|5093914.350000000000
VELO|9.565|10.45|9.252483010977521|2429207.200000000000
CCEC|18.29|19.98|9.240021869874255|6726.9000000000000000
SEZL|66.24|72.35|9.22403381642512|596532.450000000000
CDE|19|20.75|9.210526315789473|36716399.400000000000
MRLN|6.3|6.88|9.20634920634921|1464711.666666666667
SNCY|16.54|18.06|9.189842805320433|883625.400000000000
ALGM|33.28|36.33|9.164663461538453|1696273.500000000000
RIOT|14.19|15.49|9.161381254404516|15635365.150000000000
TSEM|190.86|208.31|9.142827203185574|3882508.000000000000
GLXY|18.63|20.33|9.125067096081585|5514423.650000000000
NCRA|6.324|6.9|9.108159392789382|23500.450000000000
UAMY|8.13|8.87|9.102091020910189|13099283.950000000000
BIYA|13.2|14.4|9.090909090909099|21891.800000000000
VLRS|6.86|7.48|9.03790087463557|874137.950000000000
ISSC|21.37|23.3|9.031352363125876|786734.800000000000
AMKR|47.62|51.92|9.029819403611937|3204583.300000000000
ISPC|5.76|6.28|9.027777777777786|526465.500000000000
CTGO|19.39|21.14|9.025270758122742|674289.200000000000
QUBT|6.77|7.38|9.010339734121128|9173220.050000000000
ABTC|13.0725|14.25|9.007458405048768|870237.350000000000
