2026-04-09|Aerospace MRO & Defense Parts Distribution|Retired|78.30|96.70|0|0||live|57|
2026-07-23|Aerospace Structural Materials & Advanced Composites|Nascent|73.20|86.30|1|0||live|2|
2026-07-24|Aerospace Structural Materials & Advanced Composites|Nascent|75.50|90.90|2|0|1.00|live|2|
2026-07-27|Aerospace Structural Materials & Advanced Composites|Retired|0.00||3|0||live|0|Defense Precision Components & Mission-Critical Subsystems
2026-03-21|Agri-Chemical & Crop Input Distributors|Nascent|49.90||0|0||live|2|
2026-03-23|Agri-Chemical & Crop Input Distributors|Fading|39.92||0|0||live|2|
2026-03-24|Agri-Chemical & Crop Input Distributors|Fading|13.08||0|0||live|2|
2026-03-25|Agri-Chemical & Crop Input Distributors|Fading|8.37||0|0||live|2|
2026-03-26|Agri-Chemical & Crop Input Distributors|Fading|5.36||0|0||live|2|
2026-03-27|Agri-Chemical & Crop Input Distributors|Fading|4.29||0|0||live|2|
2026-03-30|Agri-Chemical & Crop Input Distributors|Accelerating|49.90||0|0||live|3|
2026-03-31|Agri-Chemical & Crop Input Distributors|Accelerating|49.90||0|0||live|3|
2026-04-01|Agri-Chemical & Crop Input Distributors|Accelerating|79.70||0|0||live|4|
2026-04-02|Agri-Chemical & Crop Input Distributors|Mainstream|79.40|98.90|0|0||live|6|
2026-04-07|Agri-Chemical & Crop Input Distributors|Mainstream|79.00|98.00|0|0||live|6|
2026-04-08|Agri-Chemical & Crop Input Distributors|Fading|46.30|92.60|0|0||live|6|
2026-04-10|Agri-Chemical & Crop Input Distributors|Fading|44.80|89.60|0|0||live|6|
2026-04-13|Agri-Chemical & Crop Input Distributors|Fading|46.00|92.00|0|0||live|5|
2026-04-20|Agri-Chemical & Crop Input Distributors|Retired|40.60|81.20|0|0||live|14|
2026-03-21|Agricultural Commodities & Agri-Business|Fading|20.40||0|0||live|2|
2026-03-23|Agricultural Commodities & Agri-Business|Fading|16.32||0|0||live|2|
2026-03-24|Agricultural Commodities & Agri-Business|Fading|5.35||0|0||live|2|
2026-03-25|Agricultural Commodities & Agri-Business|Fading|3.42||0|0||live|2|
2026-03-27|Agricultural Commodities & Agri-Business|Fading|2.74||0|0||live|2|
2026-03-30|Agricultural Commodities & Agri-Business|Accelerating|49.80||0|0||live|3|
2026-04-02|Agricultural Commodities & Agri-Business|Accelerating|78.50|97.00|0|0||live|5|
2026-04-13|Agricultural Commodities & Agri-Business|Accelerating|71.70|83.40|0|0||live|15|
2026-04-14|Agricultural Commodities & Agri-Business|Accelerating|70.10|80.10|0|0||live|8|
2026-04-21|Agricultural Commodities & Agri-Business|Accelerating|70.00|80.10|1|1|0.50|live|14|
2026-04-22|Agricultural Commodities & Agri-Business|Accelerating|65.00|69.90|2|2|0.18|live|14|
2026-04-28|Agricultural Commodities & Agri-Business|Accelerating|69.90|79.90|3|3|0.50|live|14|
2026-04-30|Agricultural Commodities & Agri-Business|Accelerating|74.60|89.20|4|4|0.86|live|14|
2026-05-04|Agricultural Commodities & Agri-Business|Accelerating|74.40|88.70|5|5|0.83|live|10|
2026-05-05|Agricultural Commodities & Agri-Business|Accelerating|76.00|92.10|6|6|0.90|live|11|
2026-05-07|Agricultural Commodities & Agri-Business|Accelerating|67.80|75.60|7|7|0.30|live|11|
2026-05-08|Agricultural Commodities & Agri-Business|Fading|72.60|85.20|7|0|0.22|live|7|
