ARGX|2026-08-17|0.029069691417120923|t|f|HIGH|0.5833333333333334|2|0.5833333333333334|2|927.33|925.62|24|0.1416539958806466|0.15681580451403487|0.09034540023508349|0.05653866476874462|980.45
CBRS|2026-08-17|0.10710531864641429|f|f|none|0.4166666666666667|2|0.4166666666666667|2|224|223.44|24|0.1655357142857142|0.1655357142857142|-0.17218749999999997|-0.1784375|184.14
AMLX|2026-08-18|0.06557515392793692|t|t|HIGH|0.5|1|0.5|1|29.91|28|23|0.3754597124707456|0.3754597124707456|0.25242393848211303|0.09093948512203284|35.3207
MRNA|2026-08-19|0.057226304446968426|t|t|HIGH|0.875|4|0.875|4|116.02|114.46|22|0.5226685054300982|0.5226685054300982|0.2899500086192036|0.3624375107740045|128.61
MRVL|2026-08-19|0.06733150667121043|t|t|HIGH|0.2916666666666667|4|0.2916666666666667|4|240.13|228.1001|22|0.05159705159705166|0.06025902636072127|0.02073876650147844|0.0026235788947653166|220.4201
TEM|2026-08-19|0.06102534594604141|f|f|none|0.4583333333333333|4|0.375|4|55.98|54.81|22|0.3033226152197213|0.45194712397284753|0.22329403358342279|0.43551268310110763|61.7
TWST|2026-08-19|0.07218873539108171|t|f|HIGH|0.375|4|0.4583333333333333|4|128|127.75|22|0.21062500000000006|0.27886718749999995|0.17234375000000002|0.21531250000000002|135.05
BULL|2026-08-20|0.043510037544533635|t|f|HIGH|0.5|3|0.5|3|9.94|8.82|21|0.0010060362173038016|0.025150905432595575|-0.03722334004024137|-0.17002012072434602|8.41
RARE|2026-08-20|0.05178879188253245|t|f|HIGH|0.27777777777777773|3|0.3888888888888889|3|28.39|25.04|21|0.0038746037337090322|0.0038746037337090322|-0.0750264177527298|-0.48890454385346954|25.3
SCSC|2026-08-20|0.03563768086192865|f|f|none|0.7222222222222223|3|0.6111111111111112|3|64.84|56.0001|21|0.029919802590993177|0.029919802590993177|-0.10394818013571872|-0.12276372609500309|53.41
UUUU|2026-08-21|0.06219833759904222|t|f|HIGH|0.5|1|0.5|1|14.63|14.58|20|0.1278195488721804|0.1278195488721804|0.0027341079972658337||14.5314
CHRN|2026-08-27|0.10083704687602638|t|f|HIGH|0.43333333333333335|5|0.43333333333333335|5|22.36|20.65|16|0.0898926654740609|0.0898926654740609|-0.1019677996422183||17.3
CRWD|2026-08-27|0.04360382197498185|t|t|HIGH|0.43333333333333335|5|0.5|5|208.25|206.1|16|0.12307322929171667|0.20201680672268904|0.0322689075630252||200.6
DG|2026-08-27|0.025473670177846335|t|f|HIGH|0.2333333333333333|5|0.2333333333333333|5|127.84|124.5|16|0.049163016270337895|0.049163016270337895|0.02675219023779715||121.34
OKTA|2026-08-27|0.04460538133723306|t|t|HIGH|0.7666666666666666|5|0.6999999999999998|5|166.15|156.5|16|0.0523623232019259|0.15913331327114053|0.02569966897381873||157.73
VEEV|2026-08-27|0.032845685107894575|t|f|HIGH|0.6333333333333333|5|0.6333333333333333|5|275.355|274.81|16|0.07584754226362328|0.07584754226362328|0.03277587114815412||273.6
SOLS|2026-08-28|0.03297962633363907|t|t|HIGH|0.5|1|0.5|1|65|63.13|15|0.038461538461538464|0.038461538461538464|-0.019538461538461588||60.3
AGX|2026-09-03|0.05279928509456659|t|f|HIGH|0.27777777777777773|3|0.27777777777777773|3|427.27|400.6|11|0.040388279074121805|0.040388279074121805|-0.03166615957123124||394.69
HOOD|2026-09-03|0.04899688333133697|t|t|HIGH|0.6111111111111112|3|0.6111111111111112|3|113.8|113.04|11|0.1006151142355009|0.1006151142355009|-0.010808435852372619||111.02
SNOW|2026-09-03|0.0369254109960965|t|f|HIGH|0.6111111111111112|3|0.6111111111111112|3|377.245|355.47|11|0.01939058171745152|0.01939058171745152|-0.12791422020172566||323.42
ALAB|2026-09-04|0.05806874530804714|f|f|MODERATE|0.5|1|0.5|1|286|285.84|10|0.12465000000000001|0.12465000000000001|-0.10125874125874118||256.51
ERO|2026-09-08|0.04696710381070877|f|f|MODERATE|0.25|6|0.19444444444444445|6|36.83|36.69|9|0.06869399945696447|0.06869399945696447|-0.11675264729839797||31.91
IONQ|2026-09-08|0.054828799279773355|t|f|HIGH|0.4166666666666667|6|0.25000000000000006|6|42.32|39.45|9|0.049858223062381836|0.049858223062381836|-0.12452741020793959||35
PHVS|2026-09-08|0.04751329773733683|t|t|HIGH|0.8055555555555555|6|0.8055555555555555|6|40.96|37.6|9|0.05590820312499998|0.05590820312499998|-0.07080078124999996||37
QCOM|2026-09-08|0.029207890629115087|t|f|HIGH|0.3611111111111111|6|0.5833333333333334|6|180.4|172.0352|9|0.05354767184035475|0.06496674057649666|0.041019955654102026||170.51
ROIV|2026-09-08|0.03267032108277614|t|f|HIGH|0.75|6|0.6944444444444445|6|39.98|38.41|9|0.06303151575787902|0.06303151575787902|-0.012006003001500672||39.215
SEI|2026-09-08|0.05749066144008733|t|t|HIGH|0.4166666666666667|6|0.47222222222222227|6|61.85|60.3|9|0.1371059013742926|0.13726758286176236|-0.0037186742118028126||60.5901
DFTX|2026-09-14|0.04550705948107117|t|t|HIGH|0.75|2|0.5833333333333334|2|43.53|39.5|5|0.0055134390075810245|0.0055134390075810245|||36.7
SRRK|2026-09-14|0.04113111038208036|t|f|HIGH|0.25|2|0.4166666666666667|2|56.505|51.58|5|0.006990531811344058|0.006990531811344058|||45.875
CIFR|2026-09-16|0.08340220515784348|f|f|MODERATE|0.5|1|0.5|1|15.92|15.83|3|0.15816582914572858|0.15816582914572858|||16.57
