cell|id|ticker|alert_date|admit|status|reason|entered|entry_px|stop|target|stop_width_adr|adr_pct|partial_fired|final_reason|realized_r|pnl_adr|mark_r|attempts_fired|leg2_status|leg2_r|campaign_r|gap_through
orb_low/orb/live|10680|BW|2026-05-11|reject|settled||True|16.9999|16.49|18.019700000000004|0.36614008519806185|0.08192026848919771|True|stop_hit|3.4124338105510805|1.2494288061279193||1|||3.4124338105510805|False
orb_low/orb/live|10682|BZH|2026-05-11|reject|no_entry|never_crossed_orb_high|False||25.25|||0.04627697286185044|False|||||0||||False
orb_low/orb/live|10684|DRTS|2026-05-11|abstain_float_band_straddles_bar|settled||True|9.86|9.52|10.54|0.49039104531864475|0.0703168602890853|True|stop_hit|0.6666666666666666|0.3269273635457632||1|||0.6666666666666666|False
orb_low/orb/live|10683|MNDY|2026-05-11|admit|settled||True|86.6558|82.7|94.56739999999999|0.8345684411374575|0.05469841376387817|False|stop_hit|-1.0|-0.8345684411374574||1|||-1.0|False
orb_low/orb/live|10679|MRAM|2026-05-11|admit|settled||True|36.425|34.07|41.13499999999999|0.6520154712561625|0.09915929949843198|False|stop_hit|-1.0|-0.6520154712561625||1|||-1.0|False
orb_low/orb/live|10681|WYFI|2026-05-11|reject|settled||True|23.7735|22.75|25.820499999999996|0.5384969572976946|0.07994871150371062|True|stop_hit|0.6666666666666666|0.35899797153179647||1|||0.6666666666666666|False
orb_low/orb/live|10691|AMBQ|2026-05-12|reject|settled||True|54.02|53.14|55.78000000000001|0.2762349098912309|0.05899434037035038|False|stop_hit|-1.0|-0.2762349098912309||1|||-1.0|False
orb_low/orb/live|10695|AVEX|2026-05-12|abstain_float_band_straddles_bar|settled||True|26.35|25.6|27.85|0.20977314680799686|0.13568466000330667|True|stop_hit|0.6666666666666666|0.13984876453866457||1|||0.6666666666666666|False
orb_low/orb/live|10690|HLIT|2026-05-12|reject|settled||True|14.55|13.9|15.850000000000001|1.182727270291174|0.0377716322613431|False|stop_hit|-1.0|-1.182727270291174||1|||-1.0|False
orb_low/orb/live|10685|PACS|2026-05-12|reject|settled||True|39.0|38.57|39.86|0.2571360111972165|0.042878634440606|True|stop_hit|0.6666666666666666|0.171424007464811||1|||0.6666666666666666|False
orb_low/orb/live|10692|SE|2026-05-12|admit|settled||True|94.71|93.875|96.37999999999998|0.23448123441057736|0.03759954133357114|False|stop_hit|-1.0|-0.23448123441057736||1|||-1.0|False
orb_low/orb/live|10687|SIBN|2026-05-12|reject|settled||True|13.13|12.19|15.010000000000003|1.3228823297123768|0.054118021651734724|True|stop_hit|1.5042553191489358|1.989952781077979||1|||1.5042553191489358|False
orb_low/orb/live|10686|TE|2026-05-12|abstain_float_band_straddles_bar|settled||True|6.51|6.06|7.41|0.8234696286983658|0.08394289425391027|False|stop_hit|-1.0|-0.8234696286983658||1|||-1.0|False
orb_low/orb/live|10693|VG|2026-05-12|admit|settled||True|12.68|12.375|13.29|0.4558078145332851|0.05277142469547512|False|stop_hit|-1.0|-0.4558078145332851||1|||-1.0|False
orb_low/orb/live|10689|VPG|2026-05-12|abstain_float_band_straddles_bar|settled||True|83.99|82.32|87.33|0.3908488173582149|0.050872149434106305|True|stop_hit|0.6666666666666667|0.26056587823881||1|||0.6666666666666667|False
orb_low/orb/live|10694|VSTS|2026-05-12|abstain_float_band_straddles_bar|settled||True|12.05|11.695|12.760000000000002|0.7542618255092105|0.03905882535281955|False|stop_hit|-1.0|-0.7542618255092105||1|||-1.0|False
orb_low/orb/live|10688|ZBRA|2026-05-12|admit|settled||True|256.0|247.0|274.0|1.0436683922520753|0.0336852684827776|False|stop_hit|-1.0|-1.0436683922520753||1|||-1.0|False
orb_low/orb/live|10697|AIP|2026-05-13|abstain_float_band_straddles_bar|no_entry|never_crossed_orb_high|False||32.5|||0.05926044212333892|False|||||0||||False
orb_low/orb/live|10696|EOSE|2026-05-13|admit|no_entry|never_crossed_orb_high|False||9.28|||0.09139251581269411|False|||||0||||False
orb_low/orb/live|10706|ARX|2026-05-14|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||13.72|||0.05857389600186508|False|||||0||||False
orb_low/orb/live|10707|CPA|2026-05-14|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||125.21|||0.033947157662800834|False|||||0||||False
orb_low/orb/live|10705|CRMD|2026-05-14|abstain_float_band_straddles_bar|settled||True|8.65|8.45|9.050000000000002|0.6019193190293175|0.03841276821040355|False|stop_hit|-1.0|-0.6019193190293175||1|||-1.0|False
orb_low/orb/live|10700|CSCO|2026-05-14|admit|settled||True|117.55|115.03|122.58999999999999|0.8725886517418444|0.024567917595801382|False|stop_hit|-1.0|-0.8725886517418444||1|||-1.0|False
orb_low/orb/live|10698|FPS|2026-05-14|admit|no_entry|never_crossed_orb_high|False||47.39|||0.06254305294472796|False|||||0||||False
orb_low/orb/live|10699|GO|2026-05-14|reject|no_entry|never_crossed_orb_high|False||8.73|||0.049181079882679536|False|||||0||||False
orb_low/orb/live|10703|KLAR|2026-05-14|abstain_float_band_straddles_bar|settled||True|15.92|15.18|17.4|1.0321937134396963|0.04503264402318717|False|stop_hit|-1.0|-1.0321937134396963||1|||-1.0|False
orb_low/orb/live|10702|STAA|2026-05-14|admit|no_entry|never_crossed_orb_high|False||33.75|||0.0436746025715634|False|||||0||||False
orb_low/orb/live|10701|STUB|2026-05-14|reject|settled||True|9.0|8.43|10.14|1.1609362307660505|0.05455367112760577|False|stop_hit|-1.035087719298245|-1.2016708353543322||1|||-1.035087719298245|True
orb_low/orb/live|10708|VIK|2026-05-14|admit|no_trade|window_out_of_orb|False||89.53|||0.03508745850986743|False|||||0||||False
orb_low/orb/live|10704|VSNT|2026-05-14|admit|settled||True|43.25|42.325|45.099999999999994|0.6959967415503718|0.030728999088922137|True|stop_hit|0.6666666666666667|0.46399782770024794||1|||0.6666666666666667|False
orb_low/orb/live|10710|FIG|2026-05-15|admit|abstain|fwd_stop_and_target_same_day:2026-05-18|True|22.6199|21.73|24.399700000000003|0.61566511393763|0.0639007537145657|False|||||1||||False
orb_low/orb/live|10709|GEMI|2026-05-15|reject|no_entry|never_crossed_orb_high|False||6.56|||0.0680891005665435|False|||||0||||False
orb_low/orb/live|10711|GLOB|2026-05-15|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||37.12|||0.05376251490035726|False|||||0||||False
orb_low/orb/live|10712|AGYS|2026-05-19|abstain_float_band_straddles_bar|settled||True|94.5229|90.23|103.10870000000001|0.9793301780372323|0.04637507201623932|False|stop_hit|-1.0|-0.9793301780372323||1|||-1.0|False
orb_low/orb/live|10714|EVTC|2026-05-19|abstain_float_band_straddles_bar|abstain|entry_window_gaps:20_of_29|False||24.48|||0.05004056515094045|False|||||0||||False
orb_low/orb/live|10713|STC|2026-05-19|abstain_float_band_straddles_bar|abstain|entry_window_gaps:22_of_29|False||68.555|||0.03115864007451758|False|||||0||||False
orb_low/orb/live|10722|ALAB|2026-05-20|admit|abstain|no_930_bar_for_orb|False||||||False|||||0||||False
orb_low/orb/live|10721|ARM|2026-05-20|admit|no_trade|window_out_of_orb|False||226.085|||0.06844762284099562|False|||||0||||False
orb_low/orb/live|10719|DYN|2026-05-20|reject|abstain|no_930_bar_for_orb|False||||||False|||||0||||False
orb_low/orb/live|10720|GH|2026-05-20|admit|abstain|no_930_bar_for_orb|False||||||False|||||0||||False
orb_low/orb/live|10715|IBRX|2026-05-20|admit|no_trade|window_out_of_orb|False||8.35|||0.06934961463102955|False|||||0||||False
orb_low/orb/live|10716|IMVT|2026-05-20|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||30.1|||0.049734591455603556|False|||||0||||False
orb_low/orb/live|10718|SLS|2026-05-20|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||8.2|||0.07090056954016738|False|||||0||||False
orb_low/orb/live|10717|TATT|2026-05-20|reject|no_trade|window_out_of_orb|False||36.505|||0.04255622491730512|False|||||0||||False
orb_low/orb/live|10723|INFQ|2026-05-21|admit|settled||True|13.7|13.39|14.319999999999997|0.24191937884909173|0.09353420686646341|True|stop_hit|5.956989247311853|1.4411111385204018||1|||5.956989247311853|True
orb_low/orb/live|10726|QBTS|2026-05-21|admit|settled||True|22.2|21.61|23.38|0.3244633848301329|0.0819093241922822|True|stop_hit|5.916384180790959|1.9196500372548875||1|||5.916384180790959|False
orb_low/orb/live|10724|QUBT|2026-05-21|admit|settled||True|10.6|10.32|11.159999999999998|0.2981598927792097|0.08859372095086987|True|stop_hit|1.700000000000005|0.506871817724658||1|||1.700000000000005|False
orb_low/orb/live|10725|RLAY|2026-05-21|admit|settled||True|15.22|14.8|16.060000000000002|0.3653533709773392|0.07553035382860382|False|stop_hit|-1.0|-0.3653533709773392||1|||-1.0|False
orb_low/orb/live|10727|PPTA|2026-05-22|admit|no_entry|never_crossed_orb_high|False||27.5001|||0.05602168302394604|False|||||0||||False
orb_low/orb/live|10731|ASPI|2026-05-26|reject|settled||True|6.68|6.38|7.279999999999999|0.5859093610752628|0.07665038762702003|True|stop_hit|1.3911111111111127|0.8150650222958109||1|||1.3911111111111127|False
orb_low/orb/live|10729|BTGO|2026-05-26|reject|no_entry|never_crossed_orb_high|False||7.0|||0.07905582942150656|False|||||0||||False
orb_low/orb/live|10735|FUTU|2026-05-26|reject|no_trade|window_out_of_orb|False||97.65|||0.05159618779308681|False|||||0||||False
orb_low/orb/live|10732|NNE|2026-05-26|reject|abstain|day0_fill_bar_straddles_stop|True|29.2|28.28|31.039999999999996|0.3747517466209401|0.08407392253447583|False|||||1||||False
orb_low/orb/live|10733|OKLO|2026-05-26|admit|abstain|day0_fill_bar_straddles_stop|True|72.1|71.55|73.19999999999999|0.09441735794760228|0.08079334353217525|False|||||1||||False
orb_low/orb/live|10730|PONY|2026-05-26|abstain_float_band_straddles_bar|no_entry|never_crossed_orb_high|False||9.69|||0.0479674588262468|False|||||0||||False
orb_low/orb/live|10734|POWI|2026-05-26|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||78.0|||0.06054566393044405|False|||||0||||False
orb_low/orb/live|10728|RDW|2026-05-26|admit|settled||True|19.68|19.2|20.64|0.21967356469797603|0.1110294902164155|True|stop_hit|0.4166666666666673|0.09153065195749013||1|||0.4166666666666673|True
orb_low/orb/live|10741|ANF|2026-05-27|reject|no_trade|window_out_of_orb|False||80.18|||0.04286836036524846|False|||||0||||False
orb_low/orb/live|10738|ASTI|2026-05-27|reject|no_trade|window_out_of_orb|False||6.25|||0.12840946991010932|False|||||0||||False
orb_low/orb/live|10740|BBWI|2026-05-27|reject|no_trade|window_out_of_orb|False||19.3|||0.04605977301691983|False|||||0||||False
orb_low/orb/live|10737|CRSR|2026-05-27|abstain_float_band_straddles_bar|abstain|entry_window_gaps:29_of_29|False||8.4|||0.0550597745486238|False|||||0||||False
orb_low/orb/live|10736|DY|2026-05-27|admit|abstain|entry_window_gaps:29_of_29|False||535.5|||0.04276142197000048|False|||||0||||False
orb_low/orb/live|10739|QFIN|2026-05-27|reject|no_trade|window_out_of_orb|False||13.88|||0.03543030190511064|False|||||0||||False
orb_low/orb/live|10744|AVAV|2026-05-28|admit|abstain|entry_window_gaps:29_of_29|False||197.31|||0.05235426834011806|False|||||0||||False
orb_low/orb/live|10747|KSS|2026-05-28|reject|no_trade|window_out_of_orb|False||15.51|||0.05306461855233573|False|||||0||||False
orb_low/orb/live|10743|KTOS|2026-05-28|admit|settled||True|64.34|61.68|69.66000000000001|0.7844849651263438|0.05270064802017952|False|stop_hit|-1.0|-0.7844849651263438||1|||-1.0|False
orb_low/orb/live|10746|PHR|2026-05-28|reject|no_trade|window_out_of_orb|False||10.53|||0.04573892291707962|False|||||0||||False
orb_low/orb/live|10742|RCAT|2026-05-28|admit|abstain|entry_window_gaps:29_of_29|False||11.955|||0.06547748859032985|False|||||0||||False
orb_low/orb/live|10745|SNOW|2026-05-28|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||230.68|||0.044709723629039626|False|||||0||||False
orb_low/orb/live|10751|ASAN|2026-05-29|reject|no_trade|window_out_of_orb|False||7.356|||0.06515086277863982|False|||||0||||False
orb_low/orb/live|10752|BHVN|2026-05-29|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||10.55|||0.07572529116132562|False|||||0||||False
orb_low/orb/live|10749|CHA|2026-05-29|reject|settled||True|11.79|11.32|12.729999999999997|1.0612559851056649|0.03756331397152922|True|stop_hit|0.6666666666666667|0.7075039900704433||1|||0.6666666666666667|False
orb_low/orb/live|10748|DELL|2026-05-29|admit|abstain|entry_window_gaps:29_of_29|False||416.98|||0.05519241752871401|False|||||0||||False
orb_low/orb/live|10750|PD|2026-05-29|reject|settled||True|9.39|9.26|9.650000000000002|0.2531539606649786|0.0546881249876288|False|stop_hit|-1.0|-0.2531539606649786||1|||-1.0|False
orb_low/orb/live|10756|ALOY|2026-06-01|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||9.34|||0.08411451842590136|False|||||0||||False
orb_low/orb/live|10753|NOW|2026-06-01|admit|settled||True|136.17|133.7063|141.09739999999996|0.3524389759704215|0.051336050716926526|False|stop_hit|-1.0|-0.3524389759704215||1|||-1.0|False
orb_low/orb/live|10755|SAIC|2026-06-01|reject|no_trade|window_out_of_orb|False||113.75|||0.03556224694291608|False|||||0||||False
orb_low/orb/live|10757|SKM|2026-06-01|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||40.6|||0.04073492469901239|False|||||0||||False
orb_low/orb/live|10754|TNDM|2026-06-01|abstain_float_band_straddles_bar|no_entry|never_crossed_orb_high|False||18.82|||0.08258046589815929|False|||||0||||False
orb_low/orb/live|10761|CAMT|2026-06-02|admit|settled||True|180.165|175.0|190.49499999999998|0.48667562860587577|0.05890610420548141|False|stop_hit|-0.7991771539206192|-0.3889400437517721||1|||-0.7991771539206192|False
orb_low/orb/live|10762|GRRR|2026-06-02|abstain_float_band_straddles_bar|abstain|entry_window_gaps:29_of_29|False||22.4|||0.07144708247154147|False|||||0||||False
orb_low/orb/live|10758|HPE|2026-06-02|admit|abstain|entry_window_gaps:29_of_29|False||61.7206|||0.04492765216470498|False|||||0||||False
orb_low/orb/live|10760|LAC|2026-06-02|admit|settled||True|5.97|5.75|6.409999999999999|0.5604385126344894|0.06575372755845113|False|stop_hit|-1.0|-0.5604385126344894||1|||-1.0|False
orb_low/orb/live|10759|MRVL|2026-06-02|admit|abstain|entry_window_gaps:29_of_29|False||252.43|||0.06906422589230443|False|||||0||||False
orb_low/orb/live|10763|ABVX|2026-06-03|reject|settled||True|85.0|81.26|92.47999999999999|0.851366045893186|0.05168164764409722|False|stop_hit|-1.0|-0.851366045893186||1|||-1.0|False
orb_low/orb/live|10764|NVTS|2026-06-03|admit|abstain|entry_window_gaps:29_of_29|False||30.55|||0.12666376376992433|False|||||0||||False
orb_low/orb/live|10766|PGY|2026-06-04|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||14.2|||0.06663148927620835|False|||||0||||False
orb_low/orb/live|10765|RUM|2026-06-04|reject|abstain|entry_window_gaps:20_of_20|False||9.4|||0.08601664383058275|False|||||0||||False
orb_low/orb/live|10769|AGX|2026-06-05|admit|abstain|entry_window_gaps:29_of_29|False||665.32|||0.05241314865490075|False|||||0||||False
orb_low/orb/live|10767|MRLN|2026-06-05|reject|settled||True|9.5|9.06|10.379999999999999|0.379719925872521|0.12197355555482023|False|stop_hit|-1.0|-0.379719925872521||1|||-1.0|False
orb_low/orb/live|10768|TTAN|2026-06-05|admit|abstain|entry_window_gaps:29_of_29|False||82.76|||0.05710677319273995|False|||||0||||False
orb_low/orb/live|10771|NRIX|2026-06-08|admit|abstain|entry_window_gaps:29_of_29|False||16.1|||0.04971047382916678|False|||||0||||False
orb_low/orb/live|10775|CBRL|2026-06-10|reject|no_trade|window_out_of_orb|False||43.15|||0.051446176491893494|False|||||0||||False
orb_low/orb/live|10777|ELVN|2026-06-11|reject|abstain|entry_window_gaps:29_of_29|False||43.02|||0.054467797795156724|False|||||0||||False
orb_low/orb/live|10778|IDCC|2026-06-11|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||273.36|||0.03152202958014764|False|||||0||||False
orb_low/orb/live|10776|NAVN|2026-06-11|admit|abstain|entry_window_gaps:29_of_29|False||23.03|||0.06317843159042971|False|||||0||||False
orb_low/orb/live|12302|AKTS|2026-06-12|reject|no_trade|window_out_of_orb|False||21.1747|||0.06459517571823184|False|||||0||||False
orb_low/orb/live|12301|SHAZ|2026-06-12|admit|abstain|entry_window_gaps:29_of_29|False||67.29|||0.1269652793095452|False|||||0||||False
orb_low/orb/live|12305|AUGO|2026-06-15|reject|no_trade|window_out_of_orb|False||65.77|||0.05823876188821277|False|||||0||||False
orb_low/orb/live|12303|HQ|2026-06-15|reject|no_trade|window_out_of_orb|False||11.44|||0.1226693751823523|False|||||0||||False
orb_low/orb/live|12308|HYMC|2026-06-15|reject|no_trade|window_out_of_orb|False||28.64|||0.07316212604087079|False|||||0||||False
orb_low/orb/live|12304|IDR|2026-06-15|reject|no_trade|window_out_of_orb|False||40.2501|||0.07361449371451839|False|||||0||||False
orb_low/orb/live|12306|MMYT|2026-06-15|reject|no_trade|window_out_of_orb|False||44.8|||0.0618950360198305|False|||||0||||False
orb_low/orb/live|12307|XE|2026-06-15|reject|no_trade|window_out_of_orb|False||19.79|||0.08355294691745915|False|||||0||||False
orb_low/orb/live|12309|RXT|2026-06-16|admit|abstain|entry_window_gaps:29_of_29|False||6.61|||0.16168835851358765|False|||||0||||False
orb_low/orb/live|12313|AEHR|2026-06-17|admit|no_trade|window_out_of_orb|False||114.455|||0.11767426629981773|False|||||0||||False
orb_low/orb/live|12311|JBL|2026-06-17|admit|abstain|entry_window_gaps:25_of_25|False||407.4|||0.04183335739560691|False|||||0||||False
orb_low/orb/live|12312|LZB|2026-06-17|reject|no_trade|window_out_of_orb|False||42.1|||0.03303786291860929|False|||||0||||False
orb_low/orb/live|12310|QURE|2026-06-17|admit|abstain|entry_window_gaps:29_of_29|False||42.5|||0.06154009998097174|False|||||0||||False
orb_low/orb/live|12314|SWBI|2026-06-18|reject|abstain|entry_window_gaps:29_of_29|False||15.63|||0.030941559058165313|False|||||0||||False
orb_low/orb/live|12315|UUUU|2026-06-18|admit|abstain|entry_window_gaps:29_of_29|False||17.31|||0.07152515418645597|False|||||0||||False
orb_low/orb/live|12318|DFTX|2026-06-22|admit|abstain|entry_window_gaps:29_of_29|False||37.22|||0.06013244913201913|False|||||0||||False
