WULF|2026-07-06|96|19.92|game_changer|closed|24.62|24.61|-32.80000000000001|47.13|24.15|22.21|-0.1619047619047619|-0.1349896480331262|-0.2202898550724638|0.041407867494824016|0.041407867494824016
CRCL|2026-07-10|60|10.76|game_changer|closed|70.65|70.66|-19.180000000000064|23.79|70.66|66.14|-0.10840645343900364|-0.1443532408717803|-0.05646759128219636|0.031064251344466564|0.031064251344466564
WDFC|2026-07-10|72|14.23|game_changer|closed|296.235|295|-19.029999999999973|23.79|292.093|264.91|-0.13921251108379867|-0.15509786266702735|-0.19570136908450395|0.02330079803350297|0.02330079803350297
TSEM|2026-07-14|80|18.57|game_changer|closed|274|273.25|-23.010000000000048|21.98|271.5|255.49|-0.07550644567219153|-0.07583793738489872|-0.08073664825046035|0.009208103130755065|0.009208103130755065
MANE|2026-07-15|72|10.66|game_changer|closed|119.34|118.75|-2.3999999999999773|22.69|118.75|123.7|-0.10880000000000001|-0.07494736842105268|-0.08168421052631582|0.09305263157894747|0.09305263157894747
HUT|2026-07-20|72|11.54|game_changer|closed|103.48|103.48|-19.530000000000015|19.9|101.51|100.93|0.0735888089843365|0.030341838242537663||0.1858930154664564|0.1858930154664564
SMCI|2026-07-22|70|15.88|strong|closed|29.47|29.48|-14.959999999999994|21.92|28.89|30.56|0.07995846313603318|-0.1104188300449983||0.12789892696434754|0.4645205953617169
NVCR|2026-07-23|84|15.54|strong|closed|19.15|19.05|-24.133199999999935|22.55|18|19.99|-0.019444444444444525|-0.15388888888888885||0.1917000000000001|0.1917000000000001
THC|2026-07-24|60|14.31|game_changer|closed|241.67|240.47|-16.279999999999973|20.16|235.01|233.2|0.0355304029615762|0.08412407982639042||0.11773967065231274|0.15129228543466242
WKC|2026-07-24|60|11.63|game_changer|closed|40.16|39.995|-23.799999999999955|20.16|39.995|38.14|-0.005125640705088094|-0.003375421927740918||0.030128766095762108|0.030128766095762108
QBTS|2026-07-27|54|11.29|strong|closed|18.17|18.17|-22.26000000000009|24.2|17.86|19.51|-0.01259798432250828|0.11870100783874586||0.12737961926091837|0.23180291153415458
FTNT|2026-07-30|60|10.1|game_changer|closed|166.65|166.65|-6.6299999999999955|11.96|164|154.25|-0.01250000000000007|-0.023719512195121868||0.04932926829268295|0.04932926829268295
BLZE|2026-08-04|80|19.14|game_changer|closed|21.8121|21.7499|-36.79410000000004|35.82|20.16|19.79|-0.07638888888888884|-0.07192460317460314||0.18998015873015864|0.18998015873015864
BTDR|2026-08-04|80|24.1|game_changer|closed|12.85|12.85|-28.119999999999926|35.87|12.785|11.38|-0.13492373875635508|-0.32029722330856475||0.011341415721548656|0.011341415721548656
PLTR|2026-08-04|96|15.96|game_changer|filled|149.0545|148.63|33.27000000000004|35.86|145.145|162.66|0.0915291604946777|0.20527748113955||0.23738330634882346|0.24137931034482754
FIGS|2026-08-07|96|26.69|game_changer|closed|15.495082|15.5|-6.838002000000003|47.94|15.2|14.26|-0.05328947368421044|-0.033552631578947355||0.07763157894736841|0.07763157894736841
NET|2026-08-07|100.8|15.67|strong|closed|316.13|318|-15.389999999999986|47.94|318|300.27|-0.02330188679245291|-0.006981132075471784||0.044716981132075555|0.044716981132075555
TEAM|2026-08-07|115.2|31.66|strong|closed|147.13|146.8|-23.940000000000055|47.95|145.135|149.07|0.04640507114066224|0.11771798670203609||0.15582044303579434|0.15582044303579434
ABCL|2026-08-10|96|17.6|game_changer|filled|8.96|8.96|31.359999999999978|47.98|8.76|9.34|0.11415525114155252|||0.3127853881278539|0.3127853881278539
BW|2026-08-11|96|34.91|game_changer|closed|12.07|12.08|-49.60000000000008|48.59|11.86|9.19|-0.17622259696458684|||0.018549747048903935|0.018549747048903935
FRMI|2026-08-11|96|17.01|game_changer|closed|7.29|7.24|-31.490000000000045|48.51|7.07|7.12|0.07496463932107487|||0.0855728429985855|0.0855728429985855
ETON|2026-08-14|96|23.28|game_changer|closed|55.2012|55.4427|19.323599999999942|48.92|54.93|58.86||||0.08847624249044238|0.08847624249044238
