=== SHADOW_ROWS ===
id|ticker|alert_date|signal_type|status|skip_reason|orb_high|orb_low|atr_14|entry_price|stop_price|hard_stop|risk_dollars|entry_shares|remaining_shares|partial_taken|total_pnl|hold_days|created_at|closed_at|quarantined|was_replayed|exits_json
13|RDAC|2026-04-30|9m_day2|gate_blocked|setup:stop_too_wide: stop distance 45.1% > 15%|11.660000000000000142108547152020037174224853515625|10.5|||||||0|f|||2026-04-30 14:00:02.005918+00||f|f|[]
7|SBUX|2026-04-30|9m_day2|no_entry||105.655000000000001136868377216160297393798828125|104.159999999999996589394868351519107818603515625|||||||0|f|||2026-04-30 14:00:01.478153+00||f|f|[]
10|TEVA|2026-04-30|9m_day2|no_entry||36.0150000000000005684341886080801486968994140625|35.4500000000000028421709430404007434844970703125|||||||0|f|||2026-04-30 14:00:01.480645+00||f|f|[]
8|TTMI|2026-04-30|magna53|no_entry||180|166.54009999999999536157702095806598663330078125|||||||0|f|||2026-04-30 14:00:01.478403+00||f|f|[]
16|CCC|2026-05-01|9m_day2|no_entry||5.55999999999999960920149533194489777088165283203125|5.20000000000000017763568394002504646778106689453125|||||||0|f|||2026-05-01 14:00:00.246887+00||f|f|[]
21|EGO|2026-05-01|9m_day2|no_entry||30.46000000000000085265128291212022304534912109375|29|||||||0|f|||2026-05-01 14:00:00.371292+00||f|f|[]
15|GOOGL|2026-05-01|9m_day2|closed||382.970000000000027284841053187847137451171875|379.05000000000001136868377216160297393798828125||382.970000000000027284841053187847137451171875|365.81999999999999317878973670303821563720703125|365.81999999999999317878973670303821563720703125|874.6499999999999772626324556767940521240234375|51|0|t|-279.99000000000143018041853792965412139892578125|108|2026-05-01 14:00:00.246887+00|2026-08-17 20:50:00.294132+00|t|f|[{"pnl": 303.10999999999973, "time": "2026-05-08T16:00:00", "price": 400.8, "reason": "partial_profit", "shares": 17.0}, {"pnl": -583.1000000000012, "time": "2026-08-17T16:00:00", "price": 365.82, "reason": "stop_hit", "shares": 34.0}]
18|LAC|2026-05-01|9m_day2|no_entry||5.75|5.589999999999999857891452847979962825775146484375|||||||0|f|||2026-05-01 14:00:00.249001+00||f|f|[]
20|MICC|2026-05-01|9m_day2|closed||14.9900000000000002131628207280300557613372802734375|14.5800000000000000710542735760100185871124267578125||14.9900000000000002131628207280300557613372802734375|14.9900000000000002131628207280300557613372802734375|14.1199999999999992184029906638897955417633056640625|979.6200000000000045474735088646411895751953125|1126|0|t|-225.200000000001210764821735210716724395751953125|7|2026-05-01 14:00:00.347003+00|2026-05-08 20:50:00.804117+00|t|f|[{"pnl": -75.06666666666706, "time": "2026-05-08T16:00:00", "price": 14.79, "reason": "partial_profit", "shares": 375.3333333333333}, {"pnl": -150.13333333333415, "time": "2026-05-08T16:00:00", "price": 14.79, "reason": "sma_trail_stop", "shares": 750.6666666666667}]
22|SKLZ|2026-05-01|9m_day2|gate_blocked|setup:stop_too_wide: stop distance 29.3% > 15%|7.95000000000000017763568394002504646778106689453125|7.53000000000000024868995751603506505489349365234375|||||||0|f|||2026-05-01 14:00:00.407156+00||f|f|[]
19|TEAM|2026-05-01|magna53|closed||86.5799999999999982946974341757595539093017578125|82.7900000000000062527760746888816356658935546875|2.854285714285714536941895858035422861576080322265625|86.5799999999999982946974341757595539093017578125|86.5799999999999982946974341757595539093017578125|82.7900000000000062527760746888816356658935546875|980.3700000000000045474735088646411895751953125|226|0|t|257.64000000000004320099833421409130096435546875|11|2026-05-01 14:00:00.290785+00|2026-08-18 05:06:06.101754+00|f|t|[{"pnl": 495.69333333333316, "time": "2026-05-04T16:00:00", "price": 93.16, "reason": "partial_profit", "shares": 75.33333333333333}, {"pnl": -238.05333333333311, "time": "2026-05-12T16:00:00", "price": 85.0, "reason": "sma_trail_stop", "shares": 150.66666666666669}]
17|TWLO|2026-05-01|magna53|no_entry||179.474999999999994315658113919198513031005859375|173.330000000000012505552149377763271331787109375|||||||0|f|||2026-05-01 14:00:00.247677+00||f|f|[]
23|ARDX|2026-05-04|9m_day2|no_entry||7.339999999999999857891452847979962825775146484375|7.04999999999999982236431605997495353221893310546875|||||||0|f|||2026-05-04 14:00:06.170115+00||f|f|[]
24|SOUN|2026-05-04|9m_day2|gate_blocked|setup:stop_too_wide: stop distance 18.3% > 15%|9.8599999999999994315658113919198513031005859375|9.4900000000000002131628207280300557613372802734375|||||||0|f|||2026-05-04 14:00:06.170083+00||f|f|[]
